text,label,label_text
Take the lasagna off the menu for me.,2,Remove Order
Forget the fries from my list.,2,Remove Order
"I changed my mind about the steak, can you remove it?",2,Remove Order
Cancel that pizza from my order.,2,Remove Order
Forget the steak from my list.,2,Remove Order
Take the fries off the menu for me.,2,Remove Order
Forget the pizza from my list.,2,Remove Order
"Change my order, remove the soup.",2,Remove Order
I no longer want the steak in my order.,2,Remove Order
I no longer want the fries in my order.,2,Remove Order
Delete the steak from my order.,2,Remove Order
Please remove grilled salmon from my order.,2,Remove Order
Take the fries out of my order.,2,Remove Order
I no longer want the pasta in my order.,2,Remove Order
Please remove grilled salmon from my order.,2,Remove Order
Take the salad off the menu for me.,2,Remove Order
Take the burger off the menu for me.,2,Remove Order
Take out the burger and add something else.,2,Remove Order
Cancel that steak from my order.,2,Remove Order
Cancel the lasagna from the cart.,2,Remove Order
Forget the fries I added.,2,Remove Order
"I changed my mind about the soup, can you remove it?",2,Remove Order
Please make my order without the pizza.,2,Remove Order
Scratch the steak off my list.,2,Remove Order
Forget the lasagna from my list.,2,Remove Order
Please make my order without the steak.,2,Remove Order
Please remove grilled salmon from my order.,2,Remove Order
Can you take the salad off the order?,2,Remove Order
Cancel that steak from my order.,2,Remove Order
I’d like to delete the salad.,2,Remove Order
Take the salad out of my order.,2,Remove Order
I don’t want the fries anymore.,2,Remove Order
Forget the soup I added.,2,Remove Order
Cancel the steak from the cart.,2,Remove Order
Please cancel my order for the steak.,2,Remove Order
Please make my order without the burger.,2,Remove Order
Remove the salad from my cart.,2,Remove Order
Remove the burger from my cart.,2,Remove Order
Scratch the grilled salmon off my list.,2,Remove Order
Remove the pizza from my cart.,2,Remove Order
Please cancel my order for the fries.,2,Remove Order
"Change my order, remove the pizza.",2,Remove Order
Take out the salad and add something else.,2,Remove Order
Take the pasta off the menu for me.,2,Remove Order
Delete the burger from my order.,2,Remove Order
Take the lasagna out of my order.,2,Remove Order
"Change my order, remove the fries.",2,Remove Order
I no longer want the salad in my order.,2,Remove Order
Delete the lasagna from my order.,2,Remove Order
Take out the salad and add something else.,2,Remove Order
Forget the soup I added.,2,Remove Order
Remove the fries I added earlier.,2,Remove Order
Take the soup out of my order.,2,Remove Order
Take out the steak and add something else.,2,Remove Order
Take out the fries and add something else.,2,Remove Order
Cancel that pasta from my order.,2,Remove Order
I don’t want the pizza anymore.,2,Remove Order
Forget the burger I added.,2,Remove Order
Delete the lasagna from my order.,2,Remove Order
Take the pasta off the menu for me.,2,Remove Order
"Change my order, remove the pasta.",2,Remove Order
"Change my order, remove the sandwich.",2,Remove Order
Forget the pizza from my list.,2,Remove Order
I’d like to delete the pasta.,2,Remove Order
I no longer want the grilled salmon in my order.,2,Remove Order
Please remove pasta from my order.,2,Remove Order
Take the soup off the menu for me.,2,Remove Order
Cancel the grilled salmon from the cart.,2,Remove Order
Remove the salad from my cart.,2,Remove Order
I’d like to delete the fries.,2,Remove Order
Please remove burger from my order.,2,Remove Order
Please make my order without the salad.,2,Remove Order
Take out the salad and add something else.,2,Remove Order
Cancel the grilled salmon from the cart.,2,Remove Order
"Change my order, remove the sandwich.",2,Remove Order
Take the grilled salmon off the menu for me.,2,Remove Order
Scratch the steak off my list.,2,Remove Order
Take the pasta off the menu for me.,2,Remove Order
I don’t want the pizza anymore.,2,Remove Order
Forget the fries from my list.,2,Remove Order
Please cancel my order for the burger.,2,Remove Order
Remove the soup I added earlier.,2,Remove Order
Forget the pizza I added.,2,Remove Order
"I changed my mind about the pizza, can you remove it?",2,Remove Order
Scratch the burger off my list.,2,Remove Order
Can you take the soup off the order?,2,Remove Order
Can you take the soup off the order?,2,Remove Order
Cancel that salad from my order.,2,Remove Order
Forget the salad from my list.,2,Remove Order
Scratch the pizza off my list.,2,Remove Order
Delete the steak from my order.,2,Remove Order
Take the fries off the menu for me.,2,Remove Order
Delete the salad from my order.,2,Remove Order
Can you take the soup off the order?,2,Remove Order
Cancel that grilled salmon from my order.,2,Remove Order
Cancel the salad from the cart.,2,Remove Order
"I changed my mind about the lasagna, can you remove it?",2,Remove Order
Cancel the salad from the cart.,2,Remove Order
Take the burger out of my order.,2,Remove Order
Cancel the salad from the cart.,2,Remove Order
Please cancel my order for the sandwich.,2,Remove Order
"Change my order, remove the lasagna.",2,Remove Order
Take out the soup and add something else.,2,Remove Order
Please make my order without the burger.,2,Remove Order
Forget the salad I added.,2,Remove Order
Please make my order without the fries.,2,Remove Order
Scratch the lasagna off my list.,2,Remove Order
Forget the lasagna from my list.,2,Remove Order
"Change my order, remove the salad.",2,Remove Order
Take out the pizza and add something else.,2,Remove Order
Remove the lasagna from my cart.,2,Remove Order
Please remove lasagna from my order.,2,Remove Order
Take the fries out of my order.,2,Remove Order
Take the soup off the menu for me.,2,Remove Order
I’d like to delete the salad.,2,Remove Order
I no longer want the grilled salmon in my order.,2,Remove Order
Delete the sandwich from my order.,2,Remove Order
Remove the pasta from my cart.,2,Remove Order
Can you take the lasagna off the order?,2,Remove Order
I don’t want the salad anymore.,2,Remove Order
Cancel the burger from the cart.,2,Remove Order
I’d like to delete the fries.,2,Remove Order
"Change my order, remove the pasta.",2,Remove Order
Take out the burger and add something else.,2,Remove Order
Take the steak off the menu for me.,2,Remove Order
Take the pizza out of my order.,2,Remove Order
"Change my order, remove the sandwich.",2,Remove Order
Delete the soup from my order.,2,Remove Order
I no longer want the soup in my order.,2,Remove Order
Remove the lasagna I added earlier.,2,Remove Order
Take the soup out of my order.,2,Remove Order
"I changed my mind about the soup, can you remove it?",2,Remove Order
"Change my order, remove the burger.",2,Remove Order
I don’t want the sandwich anymore.,2,Remove Order
Forget the soup from my list.,2,Remove Order
Forget the sandwich I added.,2,Remove Order
Can you cancel the grilled salmon I selected?,2,Remove Order
Cancel that soup from my order.,2,Remove Order
Forget the lasagna I added.,2,Remove Order
Delete the burger from my order.,2,Remove Order
I no longer want the steak in my order.,2,Remove Order
Cancel that soup from my order.,2,Remove Order
I don’t want the salad anymore.,2,Remove Order
I don’t want the sandwich anymore.,2,Remove Order
Forget the burger from my list.,2,Remove Order
Scratch the steak off my list.,2,Remove Order
"Change my order, remove the sandwich.",2,Remove Order
"I changed my mind about the pasta, can you remove it?",2,Remove Order
"I changed my mind about the grilled salmon, can you remove it?",2,Remove Order
Cancel that pasta from my order.,2,Remove Order
Take the pasta out of my order.,2,Remove Order
Please remove salad from my order.,2,Remove Order
Can you take the fries off the order?,2,Remove Order
Take out the steak and add something else.,2,Remove Order
Please remove soup from my order.,2,Remove Order
Please remove lasagna from my order.,2,Remove Order
Cancel the steak from the cart.,2,Remove Order
I no longer want the soup in my order.,2,Remove Order
Take the lasagna off the menu for me.,2,Remove Order
Cancel the pasta from the cart.,2,Remove Order
Remove the soup from my cart.,2,Remove Order
Cancel that grilled salmon from my order.,2,Remove Order
I no longer want the pizza in my order.,2,Remove Order
I no longer want the soup in my order.,2,Remove Order
Can you take the steak off the order?,2,Remove Order
Take out the salad and add something else.,2,Remove Order
Cancel that fries from my order.,2,Remove Order
I’d like to delete the salad.,2,Remove Order
I don’t want the burger anymore.,2,Remove Order
Forget the pasta I added.,2,Remove Order
Take out the pasta and add something else.,2,Remove Order
Take out the pizza and add something else.,2,Remove Order
Can you take the grilled salmon off the order?,2,Remove Order
Take the steak off the menu for me.,2,Remove Order
Take the fries off the menu for me.,2,Remove Order
Can you take the steak off the order?,2,Remove Order
Cancel the lasagna from the cart.,2,Remove Order
Delete the pizza from my order.,2,Remove Order
Can you take the lasagna off the order?,2,Remove Order
Can you cancel the salad I selected?,2,Remove Order
Please cancel my order for the salad.,2,Remove Order
Take out the pasta and add something else.,2,Remove Order
Please remove burger from my order.,2,Remove Order
Can you take the pasta off the order?,2,Remove Order
Cancel the lasagna from the cart.,2,Remove Order
Scratch the pasta off my list.,2,Remove Order
Cancel that fries from my order.,2,Remove Order
"Change my order, remove the fries.",2,Remove Order
Remove the pizza from my cart.,2,Remove Order
"I changed my mind about the soup, can you remove it?",2,Remove Order
Please remove pizza from my order.,2,Remove Order
I no longer want the burger in my order.,2,Remove Order
Take the salad off the menu for me.,2,Remove Order
Take the salad out of my order.,2,Remove Order
"I changed my mind about the soup, can you remove it?",2,Remove Order
Can you cancel the lasagna I selected?,2,Remove Order
Remove the soup I added earlier.,2,Remove Order
Can you cancel the soup I selected?,2,Remove Order
Remove the pasta I added earlier.,2,Remove Order
Scratch the steak off my list.,2,Remove Order
Scratch the burger off my list.,2,Remove Order
Take out the steak and add something else.,2,Remove Order
Take the soup out of my order.,2,Remove Order
I no longer want the grilled salmon in my order.,2,Remove Order
Take out the grilled salmon and add something else.,2,Remove Order
Cancel the sandwich from the cart.,2,Remove Order
"I changed my mind about the lasagna, can you remove it?",2,Remove Order
Delete the grilled salmon from my order.,2,Remove Order
Forget the burger I added.,2,Remove Order
I don’t want the grilled salmon anymore.,2,Remove Order
Forget the burger I added.,2,Remove Order
I no longer want the sandwich in my order.,2,Remove Order
Forget the salad I added.,2,Remove Order
Please make my order without the soup.,2,Remove Order
Take the sandwich off the menu for me.,2,Remove Order
Cancel that lasagna from my order.,2,Remove Order
Remove the fries from my cart.,2,Remove Order
Please cancel my order for the pasta.,2,Remove Order
I’d like to delete the sandwich.,2,Remove Order
Can you cancel the sandwich I selected?,2,Remove Order
Cancel that fries from my order.,2,Remove Order
I no longer want the pasta in my order.,2,Remove Order
Please remove soup from my order.,2,Remove Order
"I changed my mind about the steak, can you remove it?",2,Remove Order
Remove the fries from my cart.,2,Remove Order
Take the soup out of my order.,2,Remove Order
I no longer want the sandwich in my order.,2,Remove Order
Please cancel my order for the steak.,2,Remove Order
Please cancel my order for the pasta.,2,Remove Order
Forget the pizza I added.,2,Remove Order
Remove the soup I added earlier.,2,Remove Order
Please cancel my order for the grilled salmon.,2,Remove Order
Please cancel my order for the burger.,2,Remove Order
Scratch the pasta off my list.,2,Remove Order
Forget the grilled salmon from my list.,2,Remove Order
Cancel the burger from the cart.,2,Remove Order
I’d like to delete the salad.,2,Remove Order
"Change my order, remove the salad.",2,Remove Order
Please cancel my order for the steak.,2,Remove Order
"Change my order, remove the burger.",2,Remove Order
Please cancel my order for the soup.,2,Remove Order
Please cancel my order for the fries.,2,Remove Order
Can you take the fries off the order?,2,Remove Order
Take the pizza off the menu for me.,2,Remove Order
I’d like to delete the soup.,2,Remove Order
Please remove steak from my order.,2,Remove Order
Remove the salad from my cart.,2,Remove Order
I’d like to delete the steak.,2,Remove Order
Take out the steak and add something else.,2,Remove Order
Take the sandwich out of my order.,2,Remove Order
Take the sandwich off the menu for me.,2,Remove Order
"I changed my mind about the steak, can you remove it?",2,Remove Order
Remove the pizza from my cart.,2,Remove Order
I don’t want the lasagna anymore.,2,Remove Order
Scratch the pizza off my list.,2,Remove Order
Can you cancel the pasta I selected?,2,Remove Order
Delete the salad from my order.,2,Remove Order
Take the lasagna off the menu for me.,2,Remove Order
Take the pizza out of my order.,2,Remove Order
Remove the soup from my cart.,2,Remove Order
Forget the pasta I added.,2,Remove Order
Can you cancel the burger I selected?,2,Remove Order
Can you take the grilled salmon off the order?,2,Remove Order
Take the lasagna out of my order.,2,Remove Order
Forget the sandwich from my list.,2,Remove Order
Forget the steak I added.,2,Remove Order
Cancel the burger from the cart.,2,Remove Order
Please make my order without the lasagna.,2,Remove Order
Forget the burger I added.,2,Remove Order
I’d like to delete the fries.,2,Remove Order
Take the steak out of my order.,2,Remove Order
Scratch the lasagna off my list.,2,Remove Order
Can you cancel the grilled salmon I selected?,2,Remove Order
I don’t want the pasta anymore.,2,Remove Order
"I changed my mind about the pasta, can you remove it?",2,Remove Order
Please cancel my order for the pasta.,2,Remove Order
Forget the pasta from my list.,2,Remove Order
Can you take the lasagna off the order?,2,Remove Order
Scratch the fries off my list.,2,Remove Order
Can you cancel the fries I selected?,2,Remove Order
Cancel the steak from the cart.,2,Remove Order
Can you take the pasta off the order?,2,Remove Order
Take the steak out of my order.,2,Remove Order
Take the steak off the menu for me.,2,Remove Order
Remove the grilled salmon I added earlier.,2,Remove Order
Can you cancel the fries I selected?,2,Remove Order
Take the steak out of my order.,2,Remove Order
Take the burger out of my order.,2,Remove Order
Remove the grilled salmon I added earlier.,2,Remove Order
Can you take the sandwich off the order?,2,Remove Order
Cancel that soup from my order.,2,Remove Order
Forget the burger from my list.,2,Remove Order
I no longer want the sandwich in my order.,2,Remove Order
"Change my order, remove the lasagna.",2,Remove Order
Remove the steak from my cart.,2,Remove Order
Forget the burger I added.,2,Remove Order
I’d like to delete the fries.,2,Remove Order
Forget the steak I added.,2,Remove Order
Take the fries out of my order.,2,Remove Order
Take the fries off the menu for me.,2,Remove Order
Please remove soup from my order.,2,Remove Order
Forget the sandwich I added.,2,Remove Order
I no longer want the grilled salmon in my order.,2,Remove Order
Cancel the salad from the cart.,2,Remove Order
"I changed my mind about the sandwich, can you remove it?",2,Remove Order
Delete the soup from my order.,2,Remove Order
Please make my order without the burger.,2,Remove Order
I no longer want the salad in my order.,2,Remove Order
Can you take the sandwich off the order?,2,Remove Order
Please remove salad from my order.,2,Remove Order
Please make my order without the soup.,2,Remove Order
Can you cancel the grilled salmon I selected?,2,Remove Order
Remove the sandwich from my cart.,2,Remove Order
Forget the pizza I added.,2,Remove Order
Remove the pasta from my cart.,2,Remove Order
I no longer want the pasta in my order.,2,Remove Order
"I changed my mind about the sandwich, can you remove it?",2,Remove Order
When can I expect my grilled salmon?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Can you confirm if the soup is available?,0,No Intent
"Hello! Are you ready to order, or do you need some recommendations?",0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Will my soup be delivered fresh?,0,No Intent
Can I customize my grilled salmon with extra toppings?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Are there discounts on the soup?,0,No Intent
What’s the most popular item on your menu?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Are there discounts on the fries?,0,No Intent
Will my steak be delivered fresh?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
What’s your best-selling pizza?,0,No Intent
Can I make the steak vegan?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Can I have the pasta with no onions?,0,No Intent
Do you have any specials with lasagna today?,0,No Intent
Can you recommend something similar to a burger?,0,No Intent
What drinks pair well with a soup?,0,No Intent
Can I make the salad vegan?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Do you have a family-sized portion of burger?,0,No Intent
What’s the price of a fries?,0,No Intent
Can you tell me about the burger’s ingredients?,0,No Intent
Thank you for dining with us!,0,No Intent
Thank you! Have a great day!,0,No Intent
How long will it take to prepare the sandwich?,0,No Intent
Is the steak gluten-free?,0,No Intent
Hello! Looking for something special?,0,No Intent
What’s the most popular item on your menu?,0,No Intent
What drinks pair well with a pizza?,0,No Intent
What’s the nutritional value of a soup?,0,No Intent
Are there discounts on the salad?,0,No Intent
Is there a chef’s special that includes a lasagna?,0,No Intent
Can you confirm if the soup is available?,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Can you recommend something similar to a lasagna?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Can you deliver the soup to my location?,0,No Intent
Is there a chef’s special that includes a steak?,0,No Intent
Can I have the salad with no onions?,0,No Intent
Can you recommend something similar to a pasta?,0,No Intent
Can I have the pizza with no onions?,0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
Is the fries available for pickup?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Does the pasta include any sides?,0,No Intent
What’s the price of a sandwich?,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
Is the lasagna available for pickup?,0,No Intent
Hello! What can I get for you?,0,No Intent
Can you make the pasta extra spicy?,0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
What’s the most popular item on your menu?,0,No Intent
Does the burger come with sugar-free options?,0,No Intent
Will my fries be delivered fresh?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Is the lasagna freshly made?,0,No Intent
What comes with the grilled salmon?,0,No Intent
Can you recommend something similar to a sandwich?,0,No Intent
Thank you for dining with us!,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Is the burger freshly made?,0,No Intent
Hello! Looking for something special?,0,No Intent
Does my order include a pasta?,0,No Intent
What comes with the pasta?,0,No Intent
Hello! Looking for something special?,0,No Intent
When can I expect my pasta?,0,No Intent
What drinks pair well with a pizza?,0,No Intent
Hello! Looking for something special?,0,No Intent
Can you tell me about the fries’s ingredients?,0,No Intent
Can I customize my steak with extra toppings?,0,No Intent
Can you deliver the salad to my location?,0,No Intent
Can you make the pizza extra spicy?,0,No Intent
Will my pasta be delivered fresh?,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
Do you have any specials with pizza today?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Do you have a family-sized portion of fries?,0,No Intent
What’s the nutritional value of a sandwich?,0,No Intent
Hi! Do you need help deciding on your meal?,0,No Intent
What comes with the soup?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Do you have a burger available?,0,No Intent
Is there a chef’s special that includes a sandwich?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Does my order include a steak?,0,No Intent
How long will it take to prepare the grilled salmon?,0,No Intent
Thank you for your order!,0,No Intent
How long will it take to prepare the steak?,0,No Intent
Is the sandwich available for pickup?,0,No Intent
Hi! Do you need help deciding on your meal?,0,No Intent
Can you tell me about the salad’s ingredients?,0,No Intent
Does the fries come with sugar-free options?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Can you tell me about the salad’s ingredients?,0,No Intent
Can I customize my salad with extra toppings?,0,No Intent
Is the soup available for pickup?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
What’s your best-selling pizza?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Do you have a steak available?,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
When can I expect my steak?,0,No Intent
Does my order include a salad?,0,No Intent
Is there a chef’s special that includes a soup?,0,No Intent
Does the salad include any sides?,0,No Intent
Does the sandwich include any sides?,0,No Intent
Can you confirm if the sandwich is available?,0,No Intent
"Hello! Are you ready to order, or do you need some recommendations?",0,No Intent
Do you have a family-sized portion of lasagna?,0,No Intent
What’s your best-selling steak?,0,No Intent
What’s the nutritional value of a burger?,0,No Intent
Does the fries include any sides?,0,No Intent
Can you recommend something similar to a grilled salmon?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
"Hello! Are you ready to order, or do you need some recommendations?",0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Do you have any specials with steak today?,0,No Intent
Can I have the soup with no onions?,0,No Intent
Can I have the burger with no onions?,0,No Intent
What comes with the burger?,0,No Intent
Hello! Looking for something special?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Are there discounts on the pasta?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Are there discounts on the steak?,0,No Intent
"Hello! Are you ready to order, or do you need some recommendations?",0,No Intent
Hello! What can I get for you?,0,No Intent
Hello! What can I get for you?,0,No Intent
What drinks pair well with a burger?,0,No Intent
Is there a chef’s special that includes a steak?,0,No Intent
Is the fries available for pickup?,0,No Intent
Can I make the burger vegan?,0,No Intent
What’s the nutritional value of a pizza?,0,No Intent
Hello! Looking for something special?,0,No Intent
Can I customize my grilled salmon with extra toppings?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Is the salad gluten-free?,0,No Intent
Can I customize my fries with extra toppings?,0,No Intent
Can I customize my pasta with extra toppings?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Do you have a family-sized portion of lasagna?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
What’s the most popular item on your menu?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Is the burger gluten-free?,0,No Intent
Can I have the soup with no onions?,0,No Intent
Does my order include a pizza?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Is the lasagna gluten-free?,0,No Intent
Is the fries gluten-free?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Do you have a burger available?,0,No Intent
Can you recommend something similar to a pasta?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Can you deliver the sandwich to my location?,0,No Intent
Do you have a family-sized portion of burger?,0,No Intent
What’s your best-selling grilled salmon?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Does my order include a fries?,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
Does the steak include any sides?,0,No Intent
Hello! What can I get for you?,0,No Intent
How long will it take to prepare the sandwich?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Can you confirm if the salad is available?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Does the steak include any sides?,0,No Intent
Does my order include a pasta?,0,No Intent
Do you have a family-sized portion of pizza?,0,No Intent
Hello! What can I get for you?,0,No Intent
Does my order include a pasta?,0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
Is the pizza available for pickup?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Is the grilled salmon freshly made?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Can I make the grilled salmon vegan?,0,No Intent
Are there discounts on the fries?,0,No Intent
Thank you for your order!,0,No Intent
Is the salad freshly made?,0,No Intent
Is the burger freshly made?,0,No Intent
Can you deliver the soup to my location?,0,No Intent
What drinks pair well with a grilled salmon?,0,No Intent
Do you have a pizza available?,0,No Intent
What comes with the burger?,0,No Intent
Can you make the sandwich extra spicy?,0,No Intent
Is the pizza available for pickup?,0,No Intent
What’s the price of a fries?,0,No Intent
Is the burger gluten-free?,0,No Intent
Do you have any specials with fries today?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Is the grilled salmon gluten-free?,0,No Intent
Can I customize my steak with extra toppings?,0,No Intent
Do you have any specials with soup today?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Does the pasta come without cheese?,0,No Intent
How long will it take to prepare the salad?,0,No Intent
Can I make the lasagna vegan?,0,No Intent
Is the sandwich gluten-free?,0,No Intent
Thank you for dining with us!,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Does my order include a sandwich?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Hi! Do you need help deciding on your meal?,0,No Intent
Thank you for your order!,0,No Intent
How long will it take to prepare the sandwich?,0,No Intent
Can you recommend something similar to a sandwich?,0,No Intent
Can you deliver the grilled salmon to my location?,0,No Intent
Can you tell me about the pasta’s ingredients?,0,No Intent
Do you have a family-sized portion of soup?,0,No Intent
Is the pasta gluten-free?,0,No Intent
Is the lasagna freshly made?,0,No Intent
Is the pizza gluten-free?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Is the grilled salmon freshly made?,0,No Intent
Can I make the soup vegan?,0,No Intent
Is there a chef’s special that includes a steak?,0,No Intent
What drinks pair well with a salad?,0,No Intent
Do you have a steak available?,0,No Intent
Is the pizza freshly made?,0,No Intent
What comes with the lasagna?,0,No Intent
Can I make the fries vegan?,0,No Intent
Will my burger be delivered fresh?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Can I make the steak vegan?,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
Can I have the pasta with no onions?,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
Can you recommend something similar to a salad?,0,No Intent
Can you deliver the soup to my location?,0,No Intent
Do you have a soup available?,0,No Intent
Thank you! Have a great day!,0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
Can you recommend something similar to a burger?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Good morning! Would you like to place an order?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
How long will it take to prepare the lasagna?,0,No Intent
Can you confirm if the soup is available?,0,No Intent
Can I customize my pasta with extra toppings?,0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
Thank you for your order!,0,No Intent
Hi! Do you need help deciding on your meal?,0,No Intent
Hi! Do you need help deciding on your meal?,0,No Intent
Thanks for choosing Restaurant!,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
Does the pasta come with sugar-free options?,0,No Intent
Is the lasagna gluten-free?,0,No Intent
When can I expect my steak?,0,No Intent
Thank you for your order!,0,No Intent
Can you confirm if the soup is available?,0,No Intent
Thank you! Have a great day!,0,No Intent
Thank you! Have a great day!,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
Can you tell me about the steak’s ingredients?,0,No Intent
Thank you! Have a great day!,0,No Intent
Are there discounts on the salad?,0,No Intent
Are there discounts on the fries?,0,No Intent
Hello! Looking for something special?,0,No Intent
When can I expect my salad?,0,No Intent
Can I make the grilled salmon vegan?,0,No Intent
Can I customize my lasagna with extra toppings?,0,No Intent
Thank you for your order!,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Hello! What can I get for you?,0,No Intent
Will my lasagna be delivered fresh?,0,No Intent
What’s the most popular item on your menu?,0,No Intent
Are there discounts on the pizza?,0,No Intent
Are there discounts on the fries?,0,No Intent
What drinks pair well with a soup?,0,No Intent
What’s the price of a pasta?,0,No Intent
Does the grilled salmon come without cheese?,0,No Intent
Do you have a family-sized portion of pizza?,0,No Intent
Can I customize my salad with extra toppings?,0,No Intent
Are there discounts on the lasagna?,0,No Intent
Does the steak include any sides?,0,No Intent
Hi! Would you like to hear about our specials?,0,No Intent
What drinks pair well with a pasta?,0,No Intent
Is the steak gluten-free?,0,No Intent
Good day! How may I assist you with your order?,0,No Intent
Are there discounts on the steak?,0,No Intent
Can you recommend something similar to a salad?,0,No Intent
Thanks! Your food will be ready shortly.,0,No Intent
Can you recommend something similar to a pizza?,0,No Intent
"Hello! Are you ready to order, or do you need some recommendations?",0,No Intent
Do you have any specials with pizza today?,0,No Intent
Is the grilled salmon available for pickup?,0,No Intent
Are there discounts on the fries?,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
Can I make the burger vegan?,0,No Intent
Thank you! Have a great day!,0,No Intent
Do you have a soup available?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Does the pasta include any sides?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Can I have the pizza with no onions?,0,No Intent
How long will it take to prepare the lasagna?,0,No Intent
Is the salad gluten-free?,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Is the grilled salmon gluten-free?,0,No Intent
Can I make the burger vegan?,0,No Intent
"Hello! Are you ready to order, or do you need some recommendations?",0,No Intent
Do you have a sandwich available?,0,No Intent
What’s the price of a grilled salmon?,0,No Intent
When can I expect my fries?,0,No Intent
Good morning! Would you like to place an order?,0,No Intent
"Welcome, sir! How can I help you today?",0,No Intent
Good morning! Would you like to place an order?,0,No Intent
Will my sandwich be delivered fresh?,0,No Intent
Good evening! What’s on your mind today?,0,No Intent
Hi! Would you like to hear about our specials?,0,No Intent
Hi there! Ready to place your order?,0,No Intent
Hi! Would you like to hear about our specials?,0,No Intent
Do you have a family-sized portion of sandwich?,0,No Intent
Can you make the grilled salmon extra spicy?,0,No Intent
Welcome to Restaurant! What would you like today?,0,No Intent
Does the soup include any sides?,0,No Intent
When can I expect my pasta?,0,No Intent
How long will it take to prepare the soup?,0,No Intent
What comes with the soup?,0,No Intent
Thank you for dining with us!,0,No Intent
Do you have a pasta available?,0,No Intent
Can you make the pasta extra spicy?,0,No Intent
What’s the nutritional value of a salad?,0,No Intent
Welcome back! What can I get started for you?,0,No Intent
Hi! Do you need help deciding on your meal?,0,No Intent
What comes with the soup?,0,No Intent
